child,parent_1,parent_2,parent_3
GEN=1_MEMBER=78_PSO,GEN=1_MEMBER=19_PSO,,
GEN=1_MEMBER=79_PSO,GEN=1_MEMBER=46_PSO,,
GEN=1_MEMBER=80_PSO,GEN=1_MEMBER=0_PSO,,
GEN=1_MEMBER=81_PSO,GEN=1_MEMBER=50_PSO,,
GEN=1_MEMBER=82_PSO,GEN=1_MEMBER=11_PSO,,
GEN=1_MEMBER=83_PSO,GEN=1_MEMBER=53_PSO,,
GEN=1_MEMBER=84_PSO,GEN=1_MEMBER=56_PSO,,
GEN=1_MEMBER=85_PSO,GEN=1_MEMBER=78_PSO,,
GEN=1_MEMBER=86_PSO,GEN=1_MEMBER=2_PSO,,
GEN=1_MEMBER=87_PSO,GEN=1_MEMBER=61_PSO,,
GEN=1_MEMBER=88_PSO,GEN=1_MEMBER=44_PSO,,
GEN=1_MEMBER=89_PSO,GEN=1_MEMBER=58_PSO,,
GEN=1_MEMBER=90_PSO,GEN=1_MEMBER=31_PSO,,
GEN=1_MEMBER=91_PSO,GEN=1_MEMBER=62_PSO,,
GEN=1_MEMBER=92_PSO,GEN=1_MEMBER=18_PSO,,
GEN=1_MEMBER=93_PSO,GEN=1_MEMBER=47_PSO,,
GEN=1_MEMBER=94_PSO,GEN=1_MEMBER=33_PSO,,
GEN=1_MEMBER=95_PSO,GEN=1_MEMBER=72_PSO,,
GEN=1_MEMBER=96_PSO,GEN=1_MEMBER=65_PSO,,
GEN=1_MEMBER=97_PSO,GEN=1_MEMBER=71_PSO,,
GEN=1_MEMBER=98_PSO,GEN=1_MEMBER=42_PSO,,
GEN=1_MEMBER=99_PSO,GEN=1_MEMBER=52_PSO,,
GEN=1_MEMBER=100_PSO,GEN=1_MEMBER=0_PSO,,
GEN=1_MEMBER=101_PSO,GEN=1_MEMBER=96_PSO,,
GEN=1_MEMBER=102_PSO,GEN=1_MEMBER=50_PSO,,
GEN=1_MEMBER=103_PSO,GEN=1_MEMBER=11_PSO,,
GEN=1_MEMBER=104_PSO,GEN=1_MEMBER=53_PSO,,
GEN=1_MEMBER=105_PSO,GEN=1_MEMBER=56_PSO,,
GEN=1_MEMBER=106_PSO,GEN=1_MEMBER=78_PSO,,
GEN=1_MEMBER=107_PSO,GEN=1_MEMBER=2_PSO,,
GEN=1_MEMBER=108_PSO,GEN=1_MEMBER=61_PSO,,
GEN=1_MEMBER=109_PSO,GEN=1_MEMBER=98_PSO,,
GEN=1_MEMBER=110_PSO,GEN=1_MEMBER=44_PSO,,
GEN=1_MEMBER=111_PSO,GEN=1_MEMBER=58_PSO,,
GEN=1_MEMBER=112_PSO,GEN=1_MEMBER=31_PSO,,
GEN=1_MEMBER=113_PSO,GEN=1_MEMBER=93_PSO,,
GEN=1_MEMBER=114_PSO,GEN=1_MEMBER=62_PSO,,
GEN=1_MEMBER=115_PSO,GEN=1_MEMBER=18_PSO,,
GEN=1_MEMBER=116_PSO,GEN=1_MEMBER=47_PSO,,
GEN=1_MEMBER=117_PSO,GEN=1_MEMBER=33_PSO,,
GEN=1_MEMBER=118_PSO,GEN=1_MEMBER=82_PSO,,
GEN=1_MEMBER=119_PSO,GEN=1_MEMBER=72_PSO,,
GEN=2_MEMBER=120_PSO,GEN=1_MEMBER=92_PSO,,
GEN=2_MEMBER=121_PSO,GEN=0_MEMBER=14,,
GEN=2_MEMBER=122_PSO,GEN=0_MEMBER=7,,
GEN=2_MEMBER=123_PSO,GEN=0_MEMBER=10,,
GEN=2_MEMBER=124_PSO,GEN=0_MEMBER=0,,
GEN=2_MEMBER=125_PSO,GEN=0_MEMBER=3,,
GEN=2_MEMBER=126_PSO,GEN=0_MEMBER=8,,
GEN=2_MEMBER=127_PSO,GEN=0_MEMBER=5,,
GEN=2_MEMBER=128_PSO,GEN=0_MEMBER=9,,
GEN=2_MEMBER=129_PSO,GEN=0_MEMBER=6,,
GEN=2_MEMBER=130_PSO,GEN=1_MEMBER=42_PSO,,
GEN=2_MEMBER=131_PSO,GEN=0_MEMBER=11,,
GEN=2_MEMBER=132_PSO,GEN=0_MEMBER=19,,
GEN=2_MEMBER=133_PSO,GEN=0_MEMBER=4,,
GEN=2_MEMBER=134_PSO,GEN=0_MEMBER=2,,
GEN=2_MEMBER=135_PSO,GEN=0_MEMBER=15,,
GEN=2_MEMBER=136_PSO,GEN=0_MEMBER=17,,
GEN=2_MEMBER=137_PSO,GEN=1_MEMBER=50_PSO,,
GEN=2_MEMBER=138_PSO,GEN=1_MEMBER=11_PSO,,
GEN=2_MEMBER=139_PSO,GEN=0_MEMBER=1,,
GEN=2_MEMBER=140_PSO,GEN=2_MEMBER=120_PSO,,
GEN=2_MEMBER=141_PSO,GEN=2_MEMBER=137_PSO,,
GEN=2_MEMBER=142_PSO,GEN=2_MEMBER=138_PSO,,
GEN=2_MEMBER=143_PSO,GEN=2_MEMBER=126_PSO,,
GEN=2_MEMBER=144_PSO,GEN=2_MEMBER=132_PSO,,
GEN=2_MEMBER=145_PSO,GEN=2_MEMBER=121_PSO,,
GEN=2_MEMBER=146_PSO,GEN=2_MEMBER=125_PSO,,
GEN=2_MEMBER=147_PSO,GEN=2_MEMBER=127_PSO,,
GEN=2_MEMBER=148_PSO,GEN=2_MEMBER=122_PSO,,
GEN=2_MEMBER=149_PSO,GEN=2_MEMBER=133_PSO,,
GEN=2_MEMBER=150_PSO,GEN=2_MEMBER=134_PSO,,
GEN=2_MEMBER=151_PSO,GEN=2_MEMBER=136_PSO,,
GEN=2_MEMBER=152_PSO,GEN=2_MEMBER=130_PSO,,
GEN=2_MEMBER=153_PSO,GEN=2_MEMBER=123_PSO,,
GEN=2_MEMBER=154_PSO,GEN=2_MEMBER=139_PSO,,
GEN=2_MEMBER=155_PSO,GEN=2_MEMBER=128_PSO,,
GEN=2_MEMBER=156_PSO,GEN=2_MEMBER=124_PSO,,
GEN=2_MEMBER=157_PSO,GEN=2_MEMBER=131_PSO,,
GEN=2_MEMBER=158_PSO,GEN=2_MEMBER=135_PSO,,
GEN=2_MEMBER=159_PSO,GEN=2_MEMBER=129_PSO,,
GEN=2_MEMBER=160_PSO,GEN=2_MEMBER=120_PSO,,
GEN=2_MEMBER=161_PSO,GEN=2_MEMBER=137_PSO,,
GEN=2_MEMBER=162_PSO,GEN=2_MEMBER=157_PSO,,
GEN=2_MEMBER=163_PSO,GEN=2_MEMBER=159_PSO,,
GEN=2_MEMBER=164_PSO,GEN=2_MEMBER=138_PSO,,
GEN=2_MEMBER=165_PSO,GEN=2_MEMBER=126_PSO,,
GEN=2_MEMBER=166_PSO,GEN=2_MEMBER=132_PSO,,
GEN=2_MEMBER=167_PSO,GEN=2_MEMBER=155_PSO,,
GEN=2_MEMBER=168_PSO,GEN=2_MEMBER=153_PSO,,
GEN=2_MEMBER=169_PSO,GEN=2_MEMBER=140_PSO,,
GEN=2_MEMBER=170_PSO,GEN=2_MEMBER=121_PSO,,
GEN=2_MEMBER=171_PSO,GEN=2_MEMBER=125_PSO,,
GEN=2_MEMBER=172_PSO,GEN=2_MEMBER=146_PSO,,
GEN=2_MEMBER=173_PSO,GEN=2_MEMBER=127_PSO,,
GEN=2_MEMBER=174_PSO,GEN=2_MEMBER=147_PSO,,
GEN=2_MEMBER=175_PSO,GEN=2_MEMBER=122_PSO,,
GEN=2_MEMBER=176_PSO,GEN=2_MEMBER=133_PSO,,
GEN=2_MEMBER=177_PSO,GEN=2_MEMBER=141_PSO,,
GEN=2_MEMBER=178_PSO,GEN=2_MEMBER=156_PSO,,
GEN=2_MEMBER=179_PSO,GEN=2_MEMBER=134_PSO,,
GEN=2_MEMBER=180_PSO,GEN=2_MEMBER=120_PSO,,
GEN=2_MEMBER=181_PSO,GEN=2_MEMBER=137_PSO,,
GEN=2_MEMBER=182_PSO,GEN=2_MEMBER=157_PSO,,
GEN=2_MEMBER=183_PSO,GEN=2_MEMBER=159_PSO,,
GEN=2_MEMBER=184_PSO,GEN=2_MEMBER=165_PSO,,
GEN=2_MEMBER=185_PSO,GEN=2_MEMBER=179_PSO,,
GEN=2_MEMBER=186_PSO,GEN=2_MEMBER=138_PSO,,
GEN=2_MEMBER=187_PSO,GEN=2_MEMBER=173_PSO,,
GEN=2_MEMBER=188_PSO,GEN=2_MEMBER=126_PSO,,
GEN=2_MEMBER=189_PSO,GEN=2_MEMBER=132_PSO,,
GEN=2_MEMBER=190_PSO,GEN=2_MEMBER=155_PSO,,
GEN=2_MEMBER=191_PSO,GEN=2_MEMBER=178_PSO,,
GEN=2_MEMBER=192_PSO,GEN=2_MEMBER=153_PSO,,
GEN=2_MEMBER=193_PSO,GEN=2_MEMBER=164_PSO,,
GEN=2_MEMBER=194_PSO,GEN=2_MEMBER=162_PSO,,
GEN=2_MEMBER=195_PSO,GEN=2_MEMBER=161_PSO,,
GEN=2_MEMBER=196_PSO,GEN=2_MEMBER=140_PSO,,
GEN=2_MEMBER=197_PSO,GEN=2_MEMBER=176_PSO,,
GEN=2_MEMBER=198_PSO,GEN=2_MEMBER=121_PSO,,
GEN=2_MEMBER=199_PSO,GEN=2_MEMBER=125_PSO,,
GEN=2_MEMBER=200_PSO,GEN=2_MEMBER=120_PSO,,
GEN=2_MEMBER=201_PSO,GEN=2_MEMBER=188_PSO,,
GEN=2_MEMBER=202_PSO,GEN=2_MEMBER=137_PSO,,
GEN=2_MEMBER=203_PSO,GEN=2_MEMBER=181_PSO,,
GEN=2_MEMBER=204_PSO,GEN=2_MEMBER=182_PSO,,
GEN=2_MEMBER=205_PSO,GEN=2_MEMBER=157_PSO,,
GEN=2_MEMBER=206_PSO,GEN=2_MEMBER=159_PSO,,
GEN=2_MEMBER=207_PSO,GEN=2_MEMBER=165_PSO,,
GEN=2_MEMBER=208_PSO,GEN=2_MEMBER=179_PSO,,
GEN=2_MEMBER=209_PSO,GEN=2_MEMBER=138_PSO,,
GEN=2_MEMBER=210_PSO,GEN=2_MEMBER=173_PSO,,
GEN=2_MEMBER=211_PSO,GEN=2_MEMBER=186_PSO,,
GEN=2_MEMBER=212_PSO,GEN=2_MEMBER=126_PSO,,
GEN=2_MEMBER=213_PSO,GEN=2_MEMBER=180_PSO,,
GEN=2_MEMBER=214_PSO,GEN=2_MEMBER=132_PSO,,
GEN=2_MEMBER=215_PSO,GEN=2_MEMBER=195_PSO,,
GEN=2_MEMBER=216_PSO,GEN=2_MEMBER=155_PSO,,
GEN=2_MEMBER=217_PSO,GEN=2_MEMBER=178_PSO,,
GEN=2_MEMBER=218_PSO,GEN=2_MEMBER=153_PSO,,
GEN=2_MEMBER=219_PSO,GEN=2_MEMBER=164_PSO,,
GEN=2_MEMBER=220_PSO,GEN=2_MEMBER=120_PSO,,
GEN=2_MEMBER=221_PSO,GEN=2_MEMBER=188_PSO,,
GEN=2_MEMBER=222_PSO,GEN=2_MEMBER=214_PSO,,
GEN=2_MEMBER=223_PSO,GEN=2_MEMBER=211_PSO,,
GEN=2_MEMBER=224_PSO,GEN=2_MEMBER=200_PSO,,
GEN=2_MEMBER=225_PSO,GEN=2_MEMBER=137_PSO,,
GEN=2_MEMBER=226_PSO,GEN=2_MEMBER=181_PSO,,
GEN=2_MEMBER=227_PSO,GEN=2_MEMBER=201_PSO,,
GEN=2_MEMBER=228_PSO,GEN=2_MEMBER=182_PSO,,
GEN=2_MEMBER=229_PSO,GEN=2_MEMBER=218_PSO,,
GEN=2_MEMBER=230_PSO,GEN=2_MEMBER=215_PSO,,
GEN=2_MEMBER=231_PSO,GEN=2_MEMBER=157_PSO,,
GEN=2_MEMBER=232_PSO,GEN=2_MEMBER=202_PSO,,
GEN=2_MEMBER=233_PSO,GEN=2_MEMBER=159_PSO,,
GEN=2_MEMBER=234_PSO,GEN=2_MEMBER=205_PSO,,
GEN=2_MEMBER=235_PSO,GEN=2_MEMBER=165_PSO,,
GEN=2_MEMBER=236_PSO,GEN=2_MEMBER=207_PSO,,
GEN=2_MEMBER=237_PSO,GEN=2_MEMBER=179_PSO,,
GEN=2_MEMBER=238_PSO,GEN=2_MEMBER=138_PSO,,
GEN=2_MEMBER=239_PSO,GEN=2_MEMBER=173_PSO,,
GEN=3_MEMBER=240_PSO,GEN=1_MEMBER=92_PSO,,
GEN=3_MEMBER=241_PSO,GEN=0_MEMBER=14,,
GEN=3_MEMBER=242_PSO,GEN=0_MEMBER=7,,
GEN=3_MEMBER=243_PSO,GEN=0_MEMBER=10,,
GEN=3_MEMBER=244_PSO,GEN=0_MEMBER=0,,
GEN=3_MEMBER=245_PSO,GEN=0_MEMBER=3,,
GEN=3_MEMBER=246_PSO,GEN=2_MEMBER=188_PSO,,
GEN=3_MEMBER=247_PSO,GEN=0_MEMBER=8,,
GEN=3_MEMBER=248_PSO,GEN=2_MEMBER=120_PSO,,
GEN=3_MEMBER=249_PSO,GEN=2_MEMBER=236_PSO,,
GEN=3_MEMBER=250_PSO,GEN=0_MEMBER=5,,
GEN=3_MEMBER=251_PSO,GEN=0_MEMBER=9,,
GEN=3_MEMBER=252_PSO,GEN=2_MEMBER=137_PSO,,
GEN=3_MEMBER=253_PSO,GEN=0_MEMBER=6,,
GEN=3_MEMBER=254_PSO,GEN=2_MEMBER=181_PSO,,
GEN=3_MEMBER=255_PSO,GEN=1_MEMBER=42_PSO,,
GEN=3_MEMBER=256_PSO,GEN=2_MEMBER=228_PSO,,
GEN=3_MEMBER=257_PSO,GEN=0_MEMBER=11,,
GEN=3_MEMBER=258_PSO,GEN=0_MEMBER=19,,
GEN=3_MEMBER=259_PSO,GEN=0_MEMBER=4,,
GEN=3_MEMBER=260_PSO,GEN=3_MEMBER=256_PSO,,
GEN=3_MEMBER=261_PSO,GEN=3_MEMBER=246_PSO,,
GEN=3_MEMBER=262_PSO,GEN=3_MEMBER=250_PSO,,
GEN=3_MEMBER=263_PSO,GEN=3_MEMBER=245_PSO,,
GEN=3_MEMBER=264_PSO,GEN=3_MEMBER=249_PSO,,
GEN=3_MEMBER=265_PSO,GEN=3_MEMBER=252_PSO,,
GEN=3_MEMBER=266_PSO,GEN=3_MEMBER=247_PSO,,
GEN=3_MEMBER=267_PSO,GEN=3_MEMBER=241_PSO,,
GEN=3_MEMBER=268_PSO,GEN=3_MEMBER=259_PSO,,
GEN=3_MEMBER=269_PSO,GEN=3_MEMBER=257_PSO,,
GEN=3_MEMBER=270_PSO,GEN=3_MEMBER=254_PSO,,
GEN=3_MEMBER=271_PSO,GEN=3_MEMBER=242_PSO,,
GEN=3_MEMBER=272_PSO,GEN=3_MEMBER=244_PSO,,
GEN=3_MEMBER=273_PSO,GEN=3_MEMBER=258_PSO,,
GEN=3_MEMBER=274_PSO,GEN=3_MEMBER=251_PSO,,
GEN=3_MEMBER=275_PSO,GEN=3_MEMBER=255_PSO,,
GEN=3_MEMBER=276_PSO,GEN=3_MEMBER=248_PSO,,
GEN=3_MEMBER=277_PSO,GEN=3_MEMBER=253_PSO,,
GEN=3_MEMBER=278_PSO,GEN=3_MEMBER=243_PSO,,
GEN=3_MEMBER=279_PSO,GEN=3_MEMBER=240_PSO,,
GEN=3_MEMBER=280_PSO,GEN=3_MEMBER=256_PSO,,
GEN=3_MEMBER=281_PSO,GEN=3_MEMBER=246_PSO,,
GEN=3_MEMBER=282_PSO,GEN=3_MEMBER=250_PSO,,
GEN=3_MEMBER=283_PSO,GEN=3_MEMBER=279_PSO,,
GEN=3_MEMBER=284_PSO,GEN=3_MEMBER=261_PSO,,
GEN=3_MEMBER=285_PSO,GEN=3_MEMBER=245_PSO,,
GEN=3_MEMBER=286_PSO,GEN=3_MEMBER=249_PSO,,
GEN=3_MEMBER=287_PSO,GEN=3_MEMBER=266_PSO,,
GEN=3_MEMBER=288_PSO,GEN=3_MEMBER=263_PSO,,
GEN=3_MEMBER=289_PSO,GEN=3_MEMBER=252_PSO,,
GEN=3_MEMBER=290_PSO,GEN=3_MEMBER=247_PSO,,
GEN=3_MEMBER=291_PSO,GEN=3_MEMBER=241_PSO,,
GEN=3_MEMBER=292_PSO,GEN=3_MEMBER=277_PSO,,
GEN=3_MEMBER=293_PSO,GEN=3_MEMBER=278_PSO,,
GEN=3_MEMBER=294_PSO,GEN=3_MEMBER=270_PSO,,
GEN=3_MEMBER=295_PSO,GEN=3_MEMBER=259_PSO,,
GEN=3_MEMBER=296_PSO,GEN=3_MEMBER=262_PSO,,
GEN=3_MEMBER=297_PSO,GEN=3_MEMBER=257_PSO,,
GEN=3_MEMBER=298_PSO,GEN=3_MEMBER=254_PSO,,
GEN=3_MEMBER=299_PSO,GEN=3_MEMBER=269_PSO,,
GEN=3_MEMBER=300_PSO,GEN=3_MEMBER=256_PSO,,
GEN=3_MEMBER=301_PSO,GEN=3_MEMBER=246_PSO,,
GEN=3_MEMBER=302_PSO,GEN=3_MEMBER=250_PSO,,
GEN=3_MEMBER=303_PSO,GEN=3_MEMBER=279_PSO,,
GEN=3_MEMBER=304_PSO,GEN=3_MEMBER=261_PSO,,
GEN=3_MEMBER=305_PSO,GEN=3_MEMBER=299_PSO,,
GEN=3_MEMBER=306_PSO,GEN=3_MEMBER=245_PSO,,
GEN=3_MEMBER=307_PSO,GEN=3_MEMBER=249_PSO,,
GEN=3_MEMBER=308_PSO,GEN=3_MEMBER=266_PSO,,
GEN=3_MEMBER=309_PSO,GEN=3_MEMBER=263_PSO,,
GEN=3_MEMBER=310_PSO,GEN=3_MEMBER=298_PSO,,
GEN=3_MEMBER=311_PSO,GEN=3_MEMBER=252_PSO,,
GEN=3_MEMBER=312_PSO,GEN=3_MEMBER=247_PSO,,
GEN=3_MEMBER=313_PSO,GEN=3_MEMBER=241_PSO,,
GEN=3_MEMBER=314_PSO,GEN=3_MEMBER=284_PSO,,
GEN=3_MEMBER=315_PSO,GEN=3_MEMBER=277_PSO,,
GEN=3_MEMBER=316_PSO,GEN=3_MEMBER=291_PSO,,
GEN=3_MEMBER=317_PSO,GEN=3_MEMBER=278_PSO,,
GEN=3_MEMBER=318_PSO,GEN=3_MEMBER=294_PSO,,
GEN=3_MEMBER=319_PSO,GEN=3_MEMBER=270_PSO,,
GEN=3_MEMBER=320_PSO,GEN=3_MEMBER=256_PSO,,
GEN=3_MEMBER=321_PSO,GEN=3_MEMBER=246_PSO,,
GEN=3_MEMBER=322_PSO,GEN=3_MEMBER=250_PSO,,
GEN=3_MEMBER=323_PSO,GEN=3_MEMBER=309_PSO,,
GEN=3_MEMBER=324_PSO,GEN=3_MEMBER=279_PSO,,
GEN=3_MEMBER=325_PSO,GEN=3_MEMBER=300_PSO,,
GEN=3_MEMBER=326_PSO,GEN=3_MEMBER=261_PSO,,
GEN=3_MEMBER=327_PSO,GEN=3_MEMBER=310_PSO,,
GEN=3_MEMBER=328_PSO,GEN=3_MEMBER=313_PSO,,
GEN=3_MEMBER=329_PSO,GEN=3_MEMBER=299_PSO,,
GEN=3_MEMBER=330_PSO,GEN=3_MEMBER=302_PSO,,
GEN=3_MEMBER=331_PSO,GEN=3_MEMBER=245_PSO,,
GEN=3_MEMBER=332_PSO,GEN=3_MEMBER=249_PSO,,
GEN=3_MEMBER=333_PSO,GEN=3_MEMBER=266_PSO,,
GEN=3_MEMBER=334_PSO,GEN=3_MEMBER=263_PSO,,
GEN=3_MEMBER=335_PSO,GEN=3_MEMBER=305_PSO,,
GEN=3_MEMBER=336_PSO,GEN=3_MEMBER=298_PSO,,
GEN=3_MEMBER=337_PSO,GEN=3_MEMBER=315_PSO,,
GEN=3_MEMBER=338_PSO,GEN=3_MEMBER=252_PSO,,
GEN=3_MEMBER=339_PSO,GEN=3_MEMBER=247_PSO,,
GEN=3_MEMBER=340_PSO,GEN=3_MEMBER=256_PSO,,
GEN=3_MEMBER=341_PSO,GEN=3_MEMBER=328_PSO,,
GEN=3_MEMBER=342_PSO,GEN=3_MEMBER=246_PSO,,
GEN=3_MEMBER=343_PSO,GEN=3_MEMBER=250_PSO,,
GEN=3_MEMBER=344_PSO,GEN=3_MEMBER=309_PSO,,
GEN=3_MEMBER=345_PSO,GEN=3_MEMBER=279_PSO,,
GEN=3_MEMBER=346_PSO,GEN=3_MEMBER=300_PSO,,
GEN=3_MEMBER=347_PSO,GEN=3_MEMBER=261_PSO,,
GEN=3_MEMBER=348_PSO,GEN=3_MEMBER=322_PSO,,
GEN=3_MEMBER=349_PSO,GEN=3_MEMBER=310_PSO,,
GEN=3_MEMBER=350_PSO,GEN=3_MEMBER=313_PSO,,
GEN=3_MEMBER=351_PSO,GEN=3_MEMBER=331_PSO,,
GEN=3_MEMBER=352_PSO,GEN=3_MEMBER=337_PSO,,
GEN=3_MEMBER=353_PSO,GEN=3_MEMBER=299_PSO,,
GEN=3_MEMBER=354_PSO,GEN=3_MEMBER=302_PSO,,
GEN=3_MEMBER=355_PSO,GEN=3_MEMBER=245_PSO,,
GEN=3_MEMBER=356_PSO,GEN=3_MEMBER=249_PSO,,
GEN=3_MEMBER=357_PSO,GEN=3_MEMBER=326_PSO,,
GEN=3_MEMBER=358_PSO,GEN=3_MEMBER=266_PSO,,
GEN=3_MEMBER=359_PSO,GEN=3_MEMBER=263_PSO,,
GEN=4_MEMBER=360_PSO,GEN=1_MEMBER=92_PSO,,
GEN=4_MEMBER=361_PSO,GEN=0_MEMBER=14,,
GEN=4_MEMBER=362_PSO,GEN=3_MEMBER=341_PSO,,
GEN=4_MEMBER=363_PSO,GEN=0_MEMBER=7,,
GEN=4_MEMBER=364_PSO,GEN=3_MEMBER=249_PSO,,
GEN=4_MEMBER=365_PSO,GEN=3_MEMBER=309_PSO,,
GEN=4_MEMBER=366_PSO,GEN=0_MEMBER=10,,
GEN=4_MEMBER=367_PSO,GEN=0_MEMBER=0,,
GEN=4_MEMBER=368_PSO,GEN=0_MEMBER=3,,
GEN=4_MEMBER=369_PSO,GEN=2_MEMBER=188_PSO,,
GEN=4_MEMBER=370_PSO,GEN=0_MEMBER=8,,
GEN=4_MEMBER=371_PSO,GEN=2_MEMBER=120_PSO,,
GEN=4_MEMBER=372_PSO,GEN=2_MEMBER=236_PSO,,
